collection_address,borrower,lender,loanAmount,interestRate
Azuki,0x728b3de78c3bd3e9c970524ca6aae1f8d6a61996,0x6995edcc99e91d3c9fd944234263985bb9235576,13.81,0.175
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x1a359202bfff428f17b021426d20aa01a625c071,13.81,0.02
Azuki,0xd16a3cfd650e8bc1ddcd579c47478ae22fe81efe,0x9bd03673f9f3db5037cd839e96675b047eed143f,13.81,0.9
Azuki,0x50d36f27872f637ec9ecb4eedff300df44a608ab,0x20251a0505ead51fb2c6ce5c1f399924ea068322,13.8,0.03
Azuki,0x961386bbe8b67334e9ce78528ebd7266594d51cc,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.8,0
Azuki,0x66ccd7d371a048e31e395e0330332d5436c80df0,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.8,0
Azuki,0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.8,0
Azuki,0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,0x3924b7681c6110fcd3628164388c3307f79d1059,13.8,0.001
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0x3924b7681c6110fcd3628164388c3307f79d1059,13.8,0.001
Azuki,0x1e9b0ce14b52a94e102ddf8a5bd9421b3502c10c,0x3924b7681c6110fcd3628164388c3307f79d1059,13.8,0.001
Azuki,0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,0x3924b7681c6110fcd3628164388c3307f79d1059,13.8,0.001
Azuki,0xba40917080746543702c90a75d2fd36c7f333395,0xd22f473a88430f626d60d70fd96d51b2e7190601,13.8,10
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0xbccf9025a0e2f6aad7e18972d754aaca38a4f847,13.77360594,0.88
Azuki,0xcbb0fe555f61d23427740984325b4583a4a34c82,0x50d36f27872f637ec9ecb4eedff300df44a608ab,13.76,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x7df70b612040c682d1cb2e32017446e230fcd747,13.755,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x7df70b612040c682d1cb2e32017446e230fcd747,13.755,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,13.755,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0xcbb0fe555f61d23427740984325b4583a4a34c82,13.755,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0xbbdd1b3c87c211e482cda98ea14fa8bf50022ca0,13.755,0.005
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0xad468e8336182e2cec7022f3434f91227c33a723,13.755,0
Azuki,0xaa621b960f22911462550c078df678493c22b2ae,0x515299b1a2637181ec95a3efeaa42a466195a40f,13.75,0
Azuki,0xb06114b9997a4a16a078c4107d8eba74a869be4e,0x7a11f9063317e2f7320818f4dc888a4818eee002,13.74,0
Azuki,0x594c6ed60fa2471de8757b34b116d68b68824017,0x7df70b612040c682d1cb2e32017446e230fcd747,13.74,0
Azuki,0xb06114b9997a4a16a078c4107d8eba74a869be4e,0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,13.74,0
Azuki,0x594c6ed60fa2471de8757b34b116d68b68824017,0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,13.74,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.74,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.74,0
Azuki,0x5b5e369190709cafd6840fbcd14092821da1b49f,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.74,0
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.74,0
Azuki,0xe17c90be91e9576e15e8ffd8d46559d3bd33bb88,0x07f70642cb786277cc568b359b2d8f3222a4b018,13.74,0.001
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0x28358cef6f55f9746c9c26c62e5728036b4f64b8,13.74,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.74,0
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.74,0
Azuki,0x5b5e369190709cafd6840fbcd14092821da1b49f,0xffba913bb056544b75e57312ec3eae2528c285e1,13.74,0.001
Azuki,0xb06114b9997a4a16a078c4107d8eba74a869be4e,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.74,0.007
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.73037231,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0xd25821e8b44cae1d6060172ea6891d2ce9fad669,13.73037231,0.003
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x26da8b7c03698371aecb4307b7de31068dbcab1d,13.73,0.009
Azuki,0xba1ba61ff159422bcb07f78017186624e94e6936,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.73,0
Azuki,0xf38958a7f8b74d4dffce8af1e78152138d126cf6,0x63e0605491bda6e4c1c37cf818a45b836faf46ee,13.72342547,0
Azuki,0xedf414140a94bd5d8e3ba63a7abcf5bee73bcb32,0x515299b1a2637181ec95a3efeaa42a466195a40f,13.72,0
Azuki,0xedf414140a94bd5d8e3ba63a7abcf5bee73bcb32,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.72,0
Azuki,0xba1ba61ff159422bcb07f78017186624e94e6936,0x515299b1a2637181ec95a3efeaa42a466195a40f,13.72,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0xdb3be154aeb741867196a918fa2bd5f704dc022a,13.72,0
Azuki,0x0087b34553830a3da3a64614b3eae9f5aca5ea38,0x0a371369398d8047a2f7e3a0af1a7c1eefa3eb7e,13.72,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x5f1ee29361206f1a129e808736f11598356c6031,13.72,0
Azuki,0xba1ba61ff159422bcb07f78017186624e94e6936,0x1e9b0ce14b52a94e102ddf8a5bd9421b3502c10c,13.72,0
Azuki,0xba1ba61ff159422bcb07f78017186624e94e6936,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.72,0.007
Azuki,0xb89d16beac18e513743baa6a6e09f60460367ac8,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.72,0.007
Azuki,0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,0xf1bcf736a46d41f8a9d210777b3d75090860a665,13.72,0.407
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.71215809,0
Azuki,0x7423a71d2ee179698110dd276cec11d9a15d85b7,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.7107572,0
Azuki,0xf7677dadb97a99f971e405650cd8bdda10e72dfa,0x52536fd5a1d9a3ee13a741219429570abb3f91ce,13.71058862,0.001
Azuki,0x4d3ecf9ee25cc1fed100e5d3c1b479ca97826380,0x5eba35d60f0f995ac7118d290f43292c7937b52e,13.71053299,0.02
Azuki,0xf7677dadb97a99f971e405650cd8bdda10e72dfa,0xbbdd1b3c87c211e482cda98ea14fa8bf50022ca0,13.7104006,0.005
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x63e0605491bda6e4c1c37cf818a45b836faf46ee,13.71028485,0.04
Azuki,0xbf52b8cc1935b8f8eda4601b74816792e54b915c,0x6995edcc99e91d3c9fd944234263985bb9235576,13.71021601,0.25
Azuki,0x86d8b7f2e1eb8d1b606138a4245ad8a0b614eb7a,0x0a371369398d8047a2f7e3a0af1a7c1eefa3eb7e,13.71011546,0
Azuki,0x86d8b7f2e1eb8d1b606138a4245ad8a0b614eb7a,0x2f889a7a78e6bbc66e67107864b01338ea1e102d,13.71011546,9.5
Azuki,0x0c37f1fc90bf56387b59615508bbd975d448856f,0xffba913bb056544b75e57312ec3eae2528c285e1,13.71003762,0.001
Azuki,0x453f143ef520c410fce45469382fe5bcca49d6a4,0x84957e6c9f6ccfed9c35c850c3903732ed90858a,13.71,0.25
Azuki,0xe74ca58ef724b94fac7f2e09e2e48536a5c1ad03,0x966567f33b3f1f99121ebbad85a87dccc2a530f4,13.71,0.5
Azuki,0xf38958a7f8b74d4dffce8af1e78152138d126cf6,0x6fb33b9061f6079d320dcaf369b696874cfd496f,13.71,0.9
Azuki,0x2f889a7a78e6bbc66e67107864b01338ea1e102d,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0
Azuki,0x2d2f63570384c10acff9e2bf8ee251383595c2e8,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0
Azuki,0x1a359202bfff428f17b021426d20aa01a625c071,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0
Azuki,0x4d3ecf9ee25cc1fed100e5d3c1b479ca97826380,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0
Azuki,0x6a01af210dce01f44b5067fc688641384a8bce5b,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0
Azuki,0xbf52b8cc1935b8f8eda4601b74816792e54b915c,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0
Azuki,0xb26b5d90c8961a779efc8d8ad881b128dd8385eb,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0.02
Azuki,0x7423a71d2ee179698110dd276cec11d9a15d85b7,0x7df70b612040c682d1cb2e32017446e230fcd747,13.71,0.02
Azuki,0xedf414140a94bd5d8e3ba63a7abcf5bee73bcb32,0x515299b1a2637181ec95a3efeaa42a466195a40f,13.71,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.71,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x51ae51ea0cea748c6dce1bebc50de352345fc822,13.71,0
Azuki,0xf7677dadb97a99f971e405650cd8bdda10e72dfa,0x73d30ba3dc4ffd17c28cc2d75d12e50df98f29cf,13.71,0.001
Azuki,0x1e676020e23255e4ff088e149e8fa047272d871b,0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,13.71,0
Azuki,0xc4b7bc6bbb6c94db4e244130d3fa07d2586d92ec,0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,13.71,0
Azuki,0xb585b60de71e48032e8c19b90896984afc6a660d,0xa099ec99966fa615c29b1ec56ce403fe655bca40,13.71,0
Azuki,0x4d3ecf9ee25cc1fed100e5d3c1b479ca97826380,0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,13.71,0
Azuki,0xbf52b8cc1935b8f8eda4601b74816792e54b915c,0xcbb0fe555f61d23427740984325b4583a4a34c82,13.71,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.71,0
Azuki,0xb585b60de71e48032e8c19b90896984afc6a660d,0xbbdd1b3c87c211e482cda98ea14fa8bf50022ca0,13.71,0.002
Azuki,0x86d8b7f2e1eb8d1b606138a4245ad8a0b614eb7a,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.71,0.003
Azuki,0x0c37f1fc90bf56387b59615508bbd975d448856f,0x07f70642cb786277cc568b359b2d8f3222a4b018,13.71,0.001
Azuki,0xbf52b8cc1935b8f8eda4601b74816792e54b915c,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.71,0
Azuki,0xf40086c2826a1433dac0a5f6b69e063ee5b189c3,0x52536fd5a1d9a3ee13a741219429570abb3f91ce,13.71,0.001
Azuki,0xbf52b8cc1935b8f8eda4601b74816792e54b915c,0xd25821e8b44cae1d6060172ea6891d2ce9fad669,13.71,0.003
Azuki,0x4d3ecf9ee25cc1fed100e5d3c1b479ca97826380,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.71,0.007
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x9de7b7ce0d4783209957d0253769bd54934b7a13,13.71,0.8
Azuki,0xc4b7bc6bbb6c94db4e244130d3fa07d2586d92ec,0xd25821e8b44cae1d6060172ea6891d2ce9fad669,13.71,0.55
Azuki,0xd8b07bc1bc3bae553bca5e94e99935dc12df24ff,0x63e0605491bda6e4c1c37cf818a45b836faf46ee,13.7,0.99
Azuki,0x5d7d9b3f41d861e981ed8056297ecaec79733fa0,0x63e0605491bda6e4c1c37cf818a45b836faf46ee,13.68621448,0.89
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0xd25821e8b44cae1d6060172ea6891d2ce9fad669,13.67,0.003
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0xd25821e8b44cae1d6060172ea6891d2ce9fad669,13.67,0.003
Azuki,0x276417be271dbeb696cb97cda7c6982fd89e6bd4,0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,13.66,0
Azuki,0x5d7d9b3f41d861e981ed8056297ecaec79733fa0,0x5f1ee29361206f1a129e808736f11598356c6031,13.65,0
Azuki,0x5d7d9b3f41d861e981ed8056297ecaec79733fa0,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.65,0
Azuki,0x4c6b83ca1c59781fab57790a46281bbd93e539fe,0x1329d762e5e34e53a6c5e24bd15fa032482eb0f9,13.64,0
Azuki,0x6e9fe041e0ba8c2af35215d900d188d53d7a9b41,0xdfef68b86eff06691e3edfaebf620c84eb86f0e3,13.63012012,0
Azuki,0x6e9fe041e0ba8c2af35215d900d188d53d7a9b41,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.63012012,0
Azuki,0x6e9fe041e0ba8c2af35215d900d188d53d7a9b41,0x84957e6c9f6ccfed9c35c850c3903732ed90858a,13.63012012,6.942
Azuki,0x6e9fe041e0ba8c2af35215d900d188d53d7a9b41,0x7df70b612040c682d1cb2e32017446e230fcd747,13.63,0
Azuki,0x6e9fe041e0ba8c2af35215d900d188d53d7a9b41,0x7df70b612040c682d1cb2e32017446e230fcd747,13.63,0
Azuki,0x6e9fe041e0ba8c2af35215d900d188d53d7a9b41,0x7df70b612040c682d1cb2e32017446e230fcd747,13.63,0
Azuki,0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,0x334f95d8ffdb85a0297c6f7216e793d08ab45b48,13.63,0.69
Azuki,0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,0xdfef68b86eff06691e3edfaebf620c84eb86f0e3,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x1e9b0ce14b52a94e102ddf8a5bd9421b3502c10c,13.62,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xffba913bb056544b75e57312ec3eae2528c285e1,13.62,0.002
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xffba913bb056544b75e57312ec3eae2528c285e1,13.62,0.002
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xffba913bb056544b75e57312ec3eae2528c285e1,13.62,0.002
Azuki,0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,0x9bd03673f9f3db5037cd839e96675b047eed143f,13.62,0.9
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x7df70b612040c682d1cb2e32017446e230fcd747,13.61,0
Azuki,0xb26b5d90c8961a779efc8d8ad881b128dd8385eb,0x7df70b612040c682d1cb2e32017446e230fcd747,13.61,0
Azuki,0xd46439fedef2b44f35b4fb987d6c7184c594f090,0xffc0e133aac12f54fff34183188358fbbe652de0,13.61,0
Azuki,0x74fec90277fef63d5aca5a0d2f6a684cf4911b7a,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.61,0
Azuki,0xba19ba5233b49794c33f01654e99a60e579e6f29,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.61,0
Azuki,0xaa621b960f22911462550c078df678493c22b2ae,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.61,0
Azuki,0x1e676020e23255e4ff088e149e8fa047272d871b,0xe76e4689de4bd8ee34ab3b6d1cf8cb0a80d4e048,13.61,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x84957e6c9f6ccfed9c35c850c3903732ed90858a,13.61,0
Azuki,0xd46439fedef2b44f35b4fb987d6c7184c594f090,0x28358cef6f55f9746c9c26c62e5728036b4f64b8,13.61,0
Azuki,0xaa621b960f22911462550c078df678493c22b2ae,0xdfef68b86eff06691e3edfaebf620c84eb86f0e3,13.61,0
Azuki,0xba19ba5233b49794c33f01654e99a60e579e6f29,0xdfef68b86eff06691e3edfaebf620c84eb86f0e3,13.61,0
Azuki,0x86c36a26142a4c970769ecdab9c859cce0c1c1eb,0xd25821e8b44cae1d6060172ea6891d2ce9fad669,13.61,0.002
Azuki,0x86c36a26142a4c970769ecdab9c859cce0c1c1eb,0xd25821e8b44cae1d6060172ea6891d2ce9fad669,13.61,0.002
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x398abecc8702a78878b3fbe8ee154c625d4ead03,13.61,0
Azuki,0xd46439fedef2b44f35b4fb987d6c7184c594f090,0x1711bc52bf7e0494325799717fe640f1924617b7,13.61,0
Azuki,0xba19ba5233b49794c33f01654e99a60e579e6f29,0x45ab04c54264f485eef8db0c20e531e9d37cd53a,13.61,0
Azuki,0xaa621b960f22911462550c078df678493c22b2ae,0x28358cef6f55f9746c9c26c62e5728036b4f64b8,13.61,0
Azuki,0xba19ba5233b49794c33f01654e99a60e579e6f29,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.61,0
Azuki,0xaa621b960f22911462550c078df678493c22b2ae,0xffba913bb056544b75e57312ec3eae2528c285e1,13.61,0.002
Azuki,0x728b3de78c3bd3e9c970524ca6aae1f8d6a61996,0x63e0605491bda6e4c1c37cf818a45b836faf46ee,13.6,0.99
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.59,0
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.59,0
Azuki,0x0916ff4ec43798e02d6c77383be0ebb0b41f7595,0x8038dd82763f4cc0bd9696b10d8f6b7eec6e764c,13.59,0
Azuki,0x0916ff4ec43798e02d6c77383be0ebb0b41f7595,0xb610bcc876650528c83f931727d625dc91905fbd,13.59,0
Azuki,0x0916ff4ec43798e02d6c77383be0ebb0b41f7595,0x5f1ee29361206f1a129e808736f11598356c6031,13.59,0
Azuki,0xaa621b960f22911462550c078df678493c22b2ae,0x7df70b612040c682d1cb2e32017446e230fcd747,13.57,0
Azuki,0x3bd3537796f58e6d076bf578d00eb30585df8e30,0x84957e6c9f6ccfed9c35c850c3903732ed90858a,13.51055614,0
Azuki,0x3bd3537796f58e6d076bf578d00eb30585df8e30,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.51055614,0
Azuki,0x3bd3537796f58e6d076bf578d00eb30585df8e30,0xbbdd1b3c87c211e482cda98ea14fa8bf50022ca0,13.51055614,0.002
Azuki,0x255713f6f557e3a66e2d4ac48888fce70b2457b1,0x7df70b612040c682d1cb2e32017446e230fcd747,13.51,0
Azuki,0x255713f6f557e3a66e2d4ac48888fce70b2457b1,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.51,0
Azuki,0x3bd3537796f58e6d076bf578d00eb30585df8e30,0x20251a0505ead51fb2c6ce5c1f399924ea068322,13.51,0.015
Azuki,0x6a01af210dce01f44b5067fc688641384a8bce5b,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.51,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x63e0605491bda6e4c1c37cf818a45b836faf46ee,13.50542739,0.89
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x63e0605491bda6e4c1c37cf818a45b836faf46ee,13.50009966,0.89
Azuki,0x4c6b83ca1c59781fab57790a46281bbd93e539fe,0x1329d762e5e34e53a6c5e24bd15fa032482eb0f9,13.5,0.09
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.5,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x7df70b612040c682d1cb2e32017446e230fcd747,13.5,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x7df70b612040c682d1cb2e32017446e230fcd747,13.5,0
Azuki,0x6a01af210dce01f44b5067fc688641384a8bce5b,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0xcbb0fe555f61d23427740984325b4583a4a34c82,13.5,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x84957e6c9f6ccfed9c35c850c3903732ed90858a,13.5,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.5,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0xd9ec6bef8eedcdb96c185fbb8f7fbedcb1aaf582,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x84957e6c9f6ccfed9c35c850c3903732ed90858a,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x07f70642cb786277cc568b359b2d8f3222a4b018,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x84957e6c9f6ccfed9c35c850c3903732ed90858a,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xdd90986c500320b97636984194eba00299089e5a,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.5,0
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.5,0
Azuki,0x496f6204f61c19aa4a14ffe97cad02ea73e9658f,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.5,0
Azuki,0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,0xf32e0e22ff269a62aedb1b9cda736d6749efd63e,13.5,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x7df70b612040c682d1cb2e32017446e230fcd747,13.5,0
Azuki,0x127ecf853f7c0d59e415a28354e482fd41604b4f,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x276417be271dbeb696cb97cda7c6982fd89e6bd4,0x730867f95ad9ec6327d1d357a5a997b1125bca2e,13.5,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x7df70b612040c682d1cb2e32017446e230fcd747,13.5,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0xa25cfeee138d01e2716b963e3271549f2f28c1aa,0x51ae51ea0cea748c6dce1bebc50de352345fc822,13.5,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0xbb41dd49254e8b9d631b835062392a460081734d,13.5,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x398abecc8702a78878b3fbe8ee154c625d4ead03,13.5,0
Azuki,0x5f1ee29361206f1a129e808736f11598356c6031,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x9b3f769bcba452519463519fdf3b70f2910aedf0,0x28358cef6f55f9746c9c26c62e5728036b4f64b8,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x357b5396662b2903b8ec4efe9265bb158eb50644,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0x4825f5da5270347ab4ea536bc0fc9c844cbd13a0,13.5,0
Azuki,0x496f6204f61c19aa4a14ffe97cad02ea73e9658f,0xdfef68b86eff06691e3edfaebf620c84eb86f0e3,13.5,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x515299b1a2637181ec95a3efeaa42a466195a40f,13.5,0
Azuki,0x4b6f2c8dd7e6f23f0cb5765ab717982910e9f450,0x515299b1a2637181ec95a3efeaa42a466195a40f,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xffba913bb056544b75e57312ec3eae2528c285e1,13.5,0
Azuki,0x9a8ff3000d72b681c285d09437f376daeca99c92,0xa8be3aa2cfe1715c1069856dd95ed4bf3f0c8230,13.5,0
Azuki,0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,0xdd90986c500320b97636984194eba00299089e5a,13.5,0.003
